onset	duration	response_time	trial_type
4.05311584473e-06	4.532264947894156	2.60308384895	embarrassment
4.53381800652	4.499518156050001	1.75289416313	attention
9.03493404388	4.4985120296200005	1.92653298378	attention
13.5351130962	4.496803999000001	1.61951088905	self-pity
22.5343379974	4.499094963099999	1.89777398109	objectivity
28.5352880955	4.498306989600003	1.8185749054	dominance
36.0365569592	4.502940177900001	1.94647979736	embarrassment
40.5411939621	4.491536140399994	2.66969394684	affection
48.0364000797	4.5011239051999965	1.66478991508	dominance
55.540389061	4.493997096999998	2.41965603828	seriousness
63.0368180275	4.5125191212000075	2.74970388412	peacefulness
72.0522370338	4.497664928500001	1.88502192497	dominance
76.5515811443	4.498566866000004	1.99201011658	seriousness
82.552421093	4.497225999799994	2.2786231041	objectivity
90.0509819984	4.4983530044999895	1.74926996231	peacefulness
94.5508971214	4.500036954899997	2.34598588943	embarrassment
102.053820133	4.494467020000002	1.66116094589	affection
109.550986052	4.497271061000006	2.69732904434	objectivity
115.551172018	4.496927976999999	2.59849596024	seriousness
120.048751116	4.498188971999994	2.11194491386	dominance
126.048743963	4.498409032999987	1.68638515472	self-consciousness
135.050045013	4.495064021000019	1.42006492615	dominance
141.047739029	4.496925116	2.14824986458	contemplation
145.546347141	4.498677968999999	1.45790982246	attention
151.546862125	4.498071909000004	2.0252058506	affection
156.046524048	4.496717929999988	2.02331089973	attention
163.546123028	4.495994091	3.19329094887	objectivity
171.044227123	4.488350867999998	1.87360095978	dominance
175.534250021	4.4985809329999995	1.63302493095	contemplation
180.034502029	4.498661994999992	2.4830698967	self-consciousness
186.035772085	4.496370077000023	1.66248488426	objectivity
190.532804012	4.500282048999992	2.85691809654	self-pity
195.034660101	4.4978508950000275	2.82120513916	affection
202.53541398	4.497110129000021	2.0539021492	self-pity
208.53440094	4.514807223999981	2.30474996567	self-consciousness
214.551912069	4.4850809579999975	1.74426102638	seriousness
220.539915085	4.492400884000006	1.79223799706	attention
225.033925056	4.515279055000008	2.02596211433	contemplation
229.55092001	4.499186038999994	2.18386006355	contemplation
235.553027153	4.497016907000017	2.09122204781	contemplation
244.552101135	4.498210907000015	3.68916416168	seriousness
250.552592039	4.497014046000004	3.70192503929	self-consciousness
256.552529097	4.496686935000014	3.80117416382	self-consciousness
262.552075148	4.497564792000048	2.93094611168	self-consciousness
268.552557945	4.495828152000001	2.21417212486	dominance
276.050905943	4.4967780110000035	1.62672495842	embarrassment
280.549351931	4.499069212999984	2.52365684509	affection
286.551331043	4.49591493600002	2.79450893402	attention
291.048910141	4.497375010999974	2.26196980476	peacefulness
300.049226046	4.496318100999986	2.62676501274	self-consciousness
304.547208071	4.498529910999991	2.83033299446	objectivity
312.048604965	4.496338129000037	2.59847402573	seriousness
318.048512936	4.495988130000001	2.2708799839	embarrassment
322.546025991	4.497200012999997	1.99922204018	affection
327.044911146	4.498289823999983	2.19912815094	affection
333.045951128	4.497263907999979	2.39176106453	dominance
337.544891119	4.497021914000015	3.06617689133	attention
342.043550968	4.487514973000032	2.63882303238	self-pity
348.033934116	4.497586011999999	2.40686202049	objectivity
354.033393145	4.498559951000004	2.01282286644	objectivity
360.03481102	4.504375933999995	1.67457485199	contemplation
366.042132139	4.490127802000018	1.97799801826	attention
370.533926964	4.498034000000018	2.67279791832	peacefulness
376.534878016	4.502098083000021	2.52999711037	self-consciousness
381.03865695	4.499397993000002	2.68986916542	self-consciousness
385.539693117	4.496340989999965	2.22861194611	peacefulness
391.538947105	4.496933937000051	2.59476113319	affection
399.037703991	4.498099088999993	2.60146188736	self-pity
405.038529158	4.49659800500001	2.01277112961	seriousness
411.038377047	4.509388923000017	2.12172698975	objectivity
418.550658941	4.497240067000007	3.1089630127	self-pity
426.050786972	4.4973990919999665	3.3357899189	affection
430.54987812	4.499274969999988	2.3861219883	self-pity
435.0508461	4.497000932999981	1.9742808342	embarrassment
439.549508095	4.498867987999972	3.41265201569	contemplation
445.550248146	4.498155832000009	2.70266795158	peacefulness
451.551108122	4.495415925999964	2.26558899879	embarrassment
462.049448013	4.49679994600001	2.18088817596	dominance
466.547924995	4.497689962999971	1.46479701996	attention
472.547526121	4.497807026000032	2.22964096069	embarrassment
480.048252106	4.496431826999981	2.81908917427	affection
486.045688152	4.497710943999948	1.87665200233	attention
493.545208931	4.497699022000006	1.83660507202	peacefulness
499.546043158	4.494887828000003	1.76832294464	self-pity
504.042616129	4.488302945999976	2.8271291256	self-pity
510.033821106	4.496106863000023	2.72302603722	objectivity
517.53175807	4.508625030999951	1.7262070179	seriousness
522.042062044	4.489073038000015	3.83083796501	contemplation
531.03411603	4.505360126000028	2.75219082832	peacefulness
535.54114604	4.490104914000085	2.31438183784	seriousness
541.533694029	4.4982399939999596	2.96325206757	embarrassment
546.033602953	4.497781037999971	1.94351887703	embarrassment
552.034281015	4.502327918999981	2.37427282333	peacefulness
556.538296938	4.497318028999985	3.16649317741	seriousness
562.537927151	4.498273849000043	2.32686305046	peacefulness
567.037847996	4.495743036000022	2.48387694359	contemplation
573.036458015	4.5124261380000235	2.33893108368	dominance
577.550419092	4.497299910000038	2.97157382965	contemplation
583.550589085	4.4978630540000495	2.58473587036	self-pity
589.552004099	4.496214867000049	2.38815307617	self-consciousness
