filename	acq_time
anat/sub-024_T1w.nii.gz	2020-02-07T14:41:56
fmap/sub-024_acq-task_dir-AP_epi.nii.gz	2020-02-07T14:48:33
fmap/sub-024_acq-task_dir-PA_epi.nii.gz	2020-02-07T14:49:17
func/sub-024_task-mentalstates_run-01_bold.nii.gz	2020-02-07T14:52:16
func/sub-024_task-mentalstates_run-02_bold.nii.gz	2020-02-07T15:03:28
func/sub-024_task-mentalstates_run-03_bold.nii.gz	2020-02-07T15:14:48
func/sub-024_task-mentalstates_run-04_bold.nii.gz	2020-02-07T15:26:27
func/sub-024_task-mentalstates_run-05_bold.nii.gz	2020-02-07T15:37:49
func/sub-024_task-mentalstates_run-06_bold.nii.gz	2020-02-07T15:49:51
func/sub-024_task-mentalstates_run-07_bold.nii.gz	2020-02-07T16:01:28
func/sub-024_task-mentalstates_run-08_bold.nii.gz	2020-02-07T16:12:35
