onset	duration	response_time	trial_type
4.05311584473e-06	4.529963970184156	2.28021502495	affection
7.53289198875	4.498311996449999	2.51847982407	embarrassment
12.0328710079	4.497011184699998	2.16516399384	self-pity
16.5315589905	4.506012201300003	2.47394704819	contemplation
22.5410740376	4.496864080399998	2.53376603127	affection
27.0396740437	4.506998062099999	2.86106204987	contemplation
33.0495800972	4.480190038700002	3.44424414635	peacefulness
37.5314450264	4.498840093600002	2.10592484474	embarrassment
46.5332121849	4.514218807199995	2.57281088829	objectivity
51.0490942001	4.498284816800002	4.04803109169	dominance
55.549036026	4.4989180564999955	3.05737304688	peacefulness
63.0508711338	4.496373891800005	2.52364492416	self-consciousness
72.0501880646	4.4964001178000075	1.99975204468	contemplation
76.5482590199	4.499092101999992	2.42828011513	contemplation
84.0509130955	4.495790004700012	2.53197693825	objectivity
90.0495522022	4.49762392049999	2.35646605492	seriousness
99.0501160622	4.496730088799993	2.82389688492	dominance
105.0496912	4.495407819999997	2.81057500839	self-pity
111.047996998	4.497404098000004	4.11575698853	self-pity
115.547753096	4.4966890809999995	2.21809315681	attention
120.046123028	4.4961791040000065	2.03303408623	seriousness
127.545149088	4.497144936999987	2.77705383301	attention
132.043951035	4.497946022999997	2.90349602699	self-consciousness
139.544090033	4.4983410829999855	2.75197005272	objectivity
144.044770002	4.496957063999986	n/a	embarrassment
148.543381214	4.486087799000018	3.36235809326	embarrassment
154.532361031	4.508208990000014	3.55147814751	embarrassment
162.043174028	4.486189126999989	2.82523989677	attention
168.032221079	4.507390975999982	2.24886703491	objectivity
175.54254818	4.488302945999976	3.78010487556	self-consciousness
184.533789158	4.502687930999997	3.90558290482	dominance
190.539417028	4.497135162999996	2.24244785309	self-pity
195.038238049	4.498718023000009	3.30946588516	embarrassment
199.538607121	4.497848032999997	2.33507990837	affection
204.038142204	4.497619868000015	2.83440709114	peacefulness
210.03868103	4.495745182000007	2.50190806389	peacefulness
219.037346125	4.496136903000007	2.72225403786	affection
225.035684109	4.5106999870000095	2.45383405685	self-consciousness
229.548055172	4.498392819999992	2.98175287247	attention
234.048877001	4.497387171000014	2.67382192612	embarrassment
238.547943115	4.498146056999985	2.72799181938	attention
243.047622204	4.498698950000005	3.82934403419	attention
249.049185991	4.497204065999995	3.01066589355	self-consciousness
255.049243212	4.497716902999997	3.82953810692	embarrassment
262.550455093	4.495842933999995	2.76920604706	objectivity
268.549197197	4.496123791000002	2.68578314781	attention
276.04817915	4.495579003999978	3.03893613815	dominance
282.04659009	4.497821091999981	3.94651508331	self-consciousness
286.546089172	4.497752905000027	3.98673415184	seriousness
291.045521021	4.497152089999986	3.16594409943	objectivity
298.545558214	4.497278929000004	3.81827187538	contemplation
306.045664072	4.494285106999996	2.53876900673	seriousness
310.540215015	4.5001549720000185	1.71060013771	dominance
315.040860176	4.499758958999962	2.84139585495	peacefulness
321.043456078	4.495589016999986	2.85913395882	dominance
327.04240799	4.496877192999989	4.18536281586	seriousness
333.042189121	4.496969938999996	2.15097212791	objectivity
339.041634083	4.487370013999964	3.28271412849	seriousness
349.531310081	4.505970955000009	2.35274982452	affection
354.039571047	4.497741937000001	2.27694797516	self-consciousness
360.040210009	4.488325118999967	2.18736600876	dominance
366.031458139	4.4972679620000235	3.18737411499	self-pity
370.530382156	4.498793841000008	2.01306080818	attention
378.031649113	4.514966011000013	3.10811209679	affection
388.549283028	4.496941089000018	3.07857298851	embarrassment
393.047898054	4.496906042000035	3.0603659153	objectivity
397.54647398	4.498362064000048	2.60289788246	affection
402.04650712	4.500470876999998	3.05006217957	self-pity
408.049870014	4.495426178000002	2.89995002747	attention
414.047157049	4.498412131999999	3.58237695694	peacefulness
420.047910213	4.497161865999999	2.37451601028	dominance
426.047938108	4.497246980999989	3.07327079773	objectivity
435.048117161	4.4971568579999825	2.16489911079	affection
442.548530102	4.495464086000027	2.65367794037	peacefulness
448.546858072	4.496679067999992	3.0237300396	seriousness
454.546490192	4.496670007999967	n/a	seriousness
459.044804096	4.498315095999999	3.41972899437	embarrassment
463.544795036	4.497779131000016	2.89966797829	attention
468.044242144	4.497767925000005	2.25463294983	peacefulness
475.545596123	4.4949920170000155	2.18427300453	objectivity
483.043481112	4.496731995999994	2.23728704453	self-pity
487.541886091	4.497962952000023	3.46380782127	self-pity
493.542801142	4.495687008000004	3.60958719254	self-pity
499.541396141	4.497416972999986	2.4746131897	affection
505.542258024	4.496323109000002	2.88345217705	self-pity
510.04026103	4.487420081999971	2.73770689964	self-consciousness
514.529363155	4.507913827999914	2.55256986618	seriousness
522.040189028	4.495588064000003	2.09800314903	contemplation
528.038670063	4.498049020999929	2.54848885536	contemplation
534.040192127	4.494452954000053	2.11827516556	contemplation
540.037464142	4.497243881000031	2.83898901939	peacefulness
546.037516117	4.494070052999973	2.94504284859	peacefulness
553.534473181	4.510644912000089	2.81055498123	self-consciousness
559.548026085	4.497033119000093	3.47886896133	self-consciousness
565.547964096	4.496854066999958	2.75793790817	dominance
570.046410084	4.498480081000025	2.53411006927	contemplation
574.546471119	4.498795986000005	2.92506098747	contemplation
580.548125029	4.497292995000066	3.57276010513	dominance
588.048303127	4.496741056999895	2.80226397514	seriousness
594.047913074	4.497874976000048	2.19392085075	affection
